characters名,aliases,count,proposed_status,reason
Zhixin（志新）,贾志新先生,1,likely_valid_alias,全名+先生，E11 明确。；evidence_count=1；定位证据：file=E11.txt; line_id=267; start=00:11:25.80; end=00:11:27.60; text=贾志新先生
Zhixin（志新）,贾志新总经理,1,likely_valid_alias,E04 明确的“全名+职称”称呼。；evidence_count=1；定位证据：file=E04.txt; line_id=46; start=00:02:57.99; end=00:03:00.90; text=你跟她说 贾志新总经理来了
Zhixin（志新）,贾经理,1,likely_valid_alias,E07 公司剧情中的“姓氏+职称”，明确指志新。；evidence_count=1；定位证据：file=E07.txt; line_id=10; start=00:00:51.91; end=00:00:53.37; text=我说贾经理
Zhixin（志新）,贾总经理,1,likely_valid_alias,E07 公司剧情中的职称简称，明确指志新。；evidence_count=1；定位证据：file=E07.txt; line_id=11; start=00:00:53.50; end=00:00:56.66; text=贾总经理
Zhixin（志新）,贾总,6,likely_valid_alias,E07 公司剧情中多次稳定指志新。；evidence_count=7；定位证据：file=E07.txt; line_id=11; start=00:00:53.50; end=00:00:56.66; text=贾总经理 || file=E07.txt; line_id=15; start=00:01:16.11; end=00:01:18.22; text=贾总 || file=E07.txt; line_id=29; start=00:01:58.35; end=00:02:00.02; text=找贾总 || file=E07.txt; line_id=51; start=00:03:11.70; end=00:03:14.91; text=我宇宙公司贾总 || file=E07.txt; line_id=170; start=00:08:32.97; end=00:08:35.16; text=贾总 || file=E07.txt; line_id=203; start=00:09:49.98; end=00:09:51.73; text=是我 我是贾总 || file=E07.txt; line_id=336; start=00:15:37.12; end=00:15:38.76; text=贾总啊
Zhixin（志新）,志新哥,8,likely_valid_alias,姓名+哥哥式称谓，多集明确指志新。；evidence_count=8；定位证据：file=E12.txt; line_id=171; start=00:07:24.41; end=00:07:25.65; text=志新哥 || file=E12.txt; line_id=200; start=00:08:39.11; end=00:08:41.20; text=志新哥 原谅我这一回 || file=E12.txt; line_id=442; start=00:19:13.84; end=00:19:15.57; text=志新哥 || file=E25.txt; line_id=81; start=00:02:56.35; end=00:03:00.14; text=志新哥 你别再说那件事了 || file=E26.txt; line_id=375; start=00:14:25.87; end=00:14:26.61; text=志新哥 || file=E26.txt; line_id=435; start=00:16:40.73; end=00:16:42.17; text=你放心吧 志新哥 || file=E39.txt; line_id=491; start=00:20:09.46; end=00:20:11.31; text=志新哥 你打的是我 || file=E40.txt; line_id=338; start=00:15:02.21; end=00:15:04.72; text=志新哥 你看怎么办
Zhixin（志新）,志新哥哥,20,likely_valid_alias,姓名+哥哥式称谓，E33/E34 高频明确。；evidence_count=20；定位证据：file=E33.txt; line_id=89; start=00:03:25.38; end=00:03:27.93; text=志新哥哥 你也坐呀 || file=E33.txt; line_id=109; start=00:04:12.15; end=00:04:13.78; text=谢谢你 志新哥哥 || file=E33.txt; line_id=129; start=00:04:59.35; end=00:05:02.28; text=志新哥哥 你真好 || file=E33.txt; line_id=196; start=00:08:46.22; end=00:08:48.58; text=志新哥哥 你总和我开玩笑 || file=E33.txt; line_id=203; start=00:09:06.12; end=00:09:08.64; text=志新哥哥 你能算南方人吗 || file=E33.txt; line_id=236; start=00:10:29.81; end=00:10:32.85; text=志新哥哥 你真的不知道吗 || file=E33.txt; line_id=413; start=00:18:02.77; end=00:18:05.76; text=志新哥哥 我真的很喜欢你 || file=E33.txt; line_id=435; start=00:18:54.43; end=00:18:55.35; text=志新哥哥 || file=E33.txt; line_id=482; start=00:20:36.58; end=00:20:37.56; text=志新哥哥 || file=E34.txt; line_id=93; start=00:04:14.28; end=00:04:16.86; text=志新哥哥 你早些睡吧 || file=E34.txt; line_id=96; start=00:04:23.26; end=00:04:24.25; text=志新哥哥 || file=E34.txt; line_id=112; start=00:04:59.62; end=00:05:01.68; text=志新哥哥 你冷静些 || file=E34.txt; line_id=132; start=00:05:53.44; end=00:05:54.60; text=志新哥哥 || file=E34.txt; line_id=156; start=00:06:51.70; end=00:06:54.93; text=志新哥哥 你不要瞎想八想 || file=E34.txt; line_id=189; start=00:08:26.41; end=00:08:27.50; text=志新哥哥 || file=E34.txt; line_id=204; start=00:09:12.32; end=00:09:13.31; text=志新哥哥 || file=E34.txt; line_id=230; start=00:10:33.96; end=00:10:36.17; text=志新哥哥 你哪天问问小凡妹妹 || file=E34.txt; line_id=276; start=00:12:37.15; end=00:12:38.53; text=志新哥哥 你不要乱说 || file=E34.txt; line_id=302; start=00:13:39.68; end=00:13:42.47; text=志新哥哥 你还是不要问了 || file=E34.txt; line_id=384; start=00:18:33.85; end=00:18:36.26; text=志新哥哥 你千万不要这样想
Zhixin（志新）,贾炕,3,likely_valid_alias,E04 明确解释这是小时候“瞎给我起的外号”，并解释“贾/炕”的来历。；evidence_count=3；定位证据：file=E04.txt; line_id=39; start=00:02:08.23; end=00:02:11.08; text=别吹啊 贾炕 || file=E04.txt; line_id=150; start=00:07:03.27; end=00:07:03.76; text=贾炕 || file=E04.txt; line_id=197; start=00:08:43.30; end=00:08:47.28; text=哟 你可够有福气的呀 贾炕
Zhixin（志新）,二傻子,1,likely_valid_alias,E04 明说“我们叫过你二傻子”，属于旧绰号。；evidence_count=1；定位证据：file=E04.txt; line_id=175; start=00:07:49.81; end=00:07:52.99; text=我们叫过你二傻子
Zhixin（志新）,军长,1,likely_valid_alias,E04 志新在列举“好的外号”时明确列出“军长”。；evidence_count=5；定位证据：file=E04.txt; line_id=169; start=00:07:37.14; end=00:07:38.93; text=我还有那么多好的外号呢 || file=E04.txt; line_id=170; start=00:07:39.10; end=00:07:40.62; text=那个 那个外号 || file=E04.txt; line_id=171; start=00:07:40.77; end=00:07:43.35; text=那个军长 老四 胡汉三什么的 || file=E04.txt; line_id=172; start=00:07:43.49; end=00:07:44.88; text=你怎么不提呀 || file=E04.txt; line_id=173; start=00:07:45.02; end=00:07:47.72; text=我可没听说你叫胡汉三呀
Zhixin（志新）,老四,1,likely_valid_alias,E04 志新在列举自己旧外号时明确列出“老四”。；evidence_count=5；定位证据：file=E04.txt; line_id=169; start=00:07:37.14; end=00:07:38.93; text=我还有那么多好的外号呢 || file=E04.txt; line_id=170; start=00:07:39.10; end=00:07:40.62; text=那个 那个外号 || file=E04.txt; line_id=171; start=00:07:40.77; end=00:07:43.35; text=那个军长 老四 胡汉三什么的 || file=E04.txt; line_id=172; start=00:07:43.49; end=00:07:44.88; text=你怎么不提呀 || file=E04.txt; line_id=173; start=00:07:45.02; end=00:07:47.72; text=我可没听说你叫胡汉三呀
Others,张志新,1,likely_valid_alias,人工核查确认：“张志新”不指贾志新，归入 Others。；evidence_count=1；定位证据：file=E25.txt; line_id=476; start=00:19:15.63; end=00:19:17.31; text=张志新 遇罗克他们并列吧
Zhiguo（志国）,志国,108,likely_valid_alias,标准名，大量直接称呼与自称。；evidence_count=129；定位证据：file=E01.txt; line_id=30; start=00:01:21.30; end=00:01:23.32; text=志国 管管她 || file=E01.txt; line_id=380; start=00:15:41.97; end=00:15:42.45; text=志国 || file=E02.txt; line_id=86; start=00:04:07.61; end=00:04:10.23; text=志国呀 这真是 || file=E02.txt; line_id=238; start=00:11:08.77; end=00:11:11.90; text=尤其在您和志国的这个帮助之下 || file=E02.txt; line_id=260; start=00:12:05.83; end=00:12:09.17; text=好啊你 贾志国 || file=E02.txt; line_id=276; start=00:12:41.47; end=00:12:44.63; text=志国对和平说 || file=E02.txt; line_id=292; start=00:13:23.47; end=00:13:25.04; text=志国说 || file=E03.txt; line_id=213; start=00:09:34.42; end=00:09:37.53; text=那202在对面儿 这儿是201 （志国口误） || file=E03.txt; line_id=248; start=00:10:55.63; end=00:10:58.02; text=志国 没你事儿 你坐你的 || file=E03.txt; line_id=302; start=00:13:21.44; end=00:13:23.45; text=事关重大呀 志国 || file=E03.txt; line_id=316; start=00:13:47.22; end=00:13:49.94; text=还是志国的眼光敏锐啊 || file=E03.txt; line_id=408; start=00:19:31.79; end=00:19:32.86; text=志国 || file=E05.txt; line_id=38; start=00:01:50.34; end=00:01:52.60; text=爸 您瞅这志国 我没瞎说吧 || file=E05.txt; line_id=40; start=00:01:57.73; end=00:01:59.64; text=志国 || file=E05.txt; line_id=106; start=00:04:46.47; end=00:04:49.53; text=志国 志国 我妈来了 || file=E05.txt; line_id=147; start=00:06:44.25; end=00:06:45.33; text=让志国搬出去 || file=E05.txt; line_id=161; start=00:07:10.71; end=00:07:12.27; text=挤兑你 挤兑志国 || file=E05.txt; line_id=484; start=00:22:15.35; end=00:22:18.09; text=你是那么说 志国呢 || file=E05.txt; line_id=485; start=00:22:18.25; end=00:22:19.72; text=志国他们家人呢 || file=E05.txt; line_id=513; start=00:23:21.10; end=00:23:22.83; text=还有你那个志国 || file=E06.txt; line_id=80; start=00:03:28.34; end=00:03:29.65; text=哦 志国 || file=E06.txt; line_id=82; start=00:03:31.87; end=00:03:34.20; text=志国已经有和平了 || file=E06.txt; line_id=225; start=00:09:31.53; end=00:09:33.84; text=志国他奶奶要活到现在 || file=E06.txt; line_id=231; start=00:09:55.24; end=00:09:58.17; text=志国 志新啊 || file=E09.txt; line_id=11; start=00:00:31.50; end=00:00:32.57; text=志国 || file=E09.txt; line_id=66; start=00:02:21.23; end=00:02:22.20; text=志国 上 || file=E09.txt; line_id=89; start=00:03:16.73; end=00:03:18.32; text=志国 快点儿 我该上班儿了 || file=E09.txt; line_id=107; start=00:03:51.24; end=00:03:52.72; text=志国 || file=E09.txt; line_id=133; start=00:04:44.85; end=00:04:47.15; text=我喊志国呢 || file=E09.txt; line_id=238; start=00:09:27.72; end=00:09:28.90; text=志国 || file=E09.txt; line_id=286; start=00:11:27.52; end=00:11:29.98; text=志国 志国 || file=E09.txt; line_id=305; start=00:12:09.45; end=00:12:10.87; text=志国 || file=E09.txt; line_id=331; start=00:13:21.33; end=00:13:22.89; text=志国 || file=E10.txt; line_id=3; start=00:00:16.79; end=00:00:18.42; text=志国 || file=E10.txt; line_id=112; start=00:04:36.17; end=00:04:37.67; text=志国你说呢 || file=E12.txt; line_id=322; start=00:13:47.80; end=00:13:48.77; text=志国 || file=E12.txt; line_id=323; start=00:13:48.91; end=00:13:49.96; text=志国 怎么回事儿啊 || file=E13.txt; line_id=281; start=00:12:44.05; end=00:12:48.03; text=哟 贾君志国先生 || file=E14.txt; line_id=377; start=00:15:38.28; end=00:15:41.00; text=志国 你做这预算不成啊 || file=E14.txt; line_id=459; start=00:18:57.22; end=00:19:00.04; text=其爱人贾志国同志也是如此啊 || file=E15.txt; line_id=301; start=00:12:19.34; end=00:12:20.64; text=我跟志国呢 || file=E15.txt; line_id=313; start=00:12:46.22; end=00:12:47.28; text=我跟志国说呀 || file=E15.txt; line_id=315; start=00:12:50.06; end=00:12:51.24; text=可是志国说 || file=E15.txt; line_id=376; start=00:15:35.50; end=00:15:36.97; text=还是志国说得对 || file=E17.txt; line_id=126; start=00:04:48.05; end=00:04:49.91; text=志国 你别这么说 || file=E17.txt; line_id=172; start=00:06:31.51; end=00:06:33.47; text=这位是我爱人 志国 || file=E17.txt; line_id=180; start=00:06:50.38; end=00:06:51.71; text=志国 || file=E20.txt; line_id=87; start=00:04:43.28; end=00:04:45.57; text=贾志国 孩子他爹 || file=E22.txt; line_id=366; start=00:19:14.31; end=00:19:16.07; text=你就是志国啊 || file=E23.txt; line_id=215; start=00:11:23.60; end=00:11:27.06; text=志国 干嘛在家里装神弄鬼的 || file=E23.txt; line_id=218; start=00:11:31.12; end=00:11:32.55; text=不是志国 || file=E23.txt; line_id=356; start=00:18:24.78; end=00:18:26.79; text=志国回来了吧 || file=E23.txt; line_id=357; start=00:18:27.65; end=00:18:30.87; text=志国 志国 || file=E25.txt; line_id=366; start=00:15:06.28; end=00:15:08.84; text=志国 陈年老账就不要算了 || file=E25.txt; line_id=542; start=00:21:26.55; end=00:21:28.09; text=志国 志国 || file=E26.txt; line_id=25; start=00:00:59.38; end=00:01:04.26; text=那就只好把这个机会让给志国了 || file=E26.txt; line_id=26; start=00:01:04.43; end=00:01:07.29; text=志国出去买菜去了 || file=E26.txt; line_id=288; start=00:11:05.16; end=00:11:06.01; text=贾志国同志 || file=E26.txt; line_id=295; start=00:11:15.88; end=00:11:18.27; text=贾志国同志 || file=E26.txt; line_id=316; start=00:11:56.68; end=00:11:59.25; text=贾志国同志 谢谢您了 谢谢 || file=E27.txt; line_id=53; start=00:02:18.81; end=00:02:21.50; text=我还没有志国坚持的时间长呢 || file=E27.txt; line_id=215; start=00:09:30.88; end=00:09:34.96; text=志国 志国有我这么老吗 || file=E28.txt; line_id=452; start=00:22:09.00; end=00:22:12.36; text=志国志新不好 你爸爸脑溢血了 || file=E29.txt; line_id=240; start=00:09:57.86; end=00:10:00.77; text=贾志国 你听听你这闺女 || file=E29.txt; line_id=282; start=00:12:20.41; end=00:12:22.39; text=等一下 志国 || file=E30.txt; line_id=14; start=00:01:15.23; end=00:01:16.94; text=怎么没有看见志国嘛 || file=E30.txt; line_id=122; start=00:06:40.14; end=00:06:44.55; text=我贾志国从此站立起来了 || file=E30.txt; line_id=136; start=00:07:10.50; end=00:07:12.24; text=就叫我志国吧 || file=E30.txt; line_id=139; start=00:07:19.70; end=00:07:21.93; text=贾志国 || file=E30.txt; line_id=230; start=00:11:44.09; end=00:11:46.83; text=志国志国志国 回屋睡觉去 || file=E30.txt; line_id=236; start=00:11:58.46; end=00:12:00.96; text=志国 我不是拦着你玩儿命 || file=E30.txt; line_id=253; start=00:12:45.46; end=00:12:48.17; text=这个真是志国画的吗 || file=E30.txt; line_id=264; start=00:13:20.60; end=00:13:22.71; text=这个 志国这个岁数 || file=E30.txt; line_id=276; start=00:13:49.45; end=00:13:51.50; text=志国 我给你拿中午带的饭啊 || file=E30.txt; line_id=292; start=00:14:27.27; end=00:14:31.20; text=我贾志国再也不能浑浑噩噩地下去了 || file=E30.txt; line_id=312; start=00:15:31.60; end=00:15:33.27; text=贾志国 || file=E30.txt; line_id=313; start=00:15:33.56; end=00:15:33.99; text=贾志国 || file=E30.txt; line_id=409; start=00:20:02.13; end=00:20:05.61; text=这个 志国和小张怎么还没有回来呀 || file=E30.txt; line_id=419; start=00:20:32.22; end=00:20:35.22; text=你们家志国呀 还真实在 || file=E30.txt; line_id=441; start=00:21:41.58; end=00:21:43.95; text=我说 我说志国呀 || file=E31.txt; line_id=5; start=00:00:14.87; end=00:00:17.37; text=哟哟哟哟 志国回来了 || file=E31.txt; line_id=10; start=00:00:24.80; end=00:00:26.21; text=志国回来了 || file=E31.txt; line_id=11; start=00:00:26.30; end=00:00:28.11; text=志国回来啦 || file=E31.txt; line_id=25; start=00:00:56.18; end=00:00:57.54; text=志国啊 || file=E31.txt; line_id=54; start=00:01:56.37; end=00:01:58.23; text=志国啊 || file=E31.txt; line_id=61; start=00:02:10.16; end=00:02:12.19; text=贾志国 || file=E31.txt; line_id=79; start=00:02:52.85; end=00:02:55.93; text=志国这孩子 从小就不会处事 || file=E31.txt; line_id=189; start=00:07:40.68; end=00:07:42.25; text=贾志国 || file=E31.txt; line_id=203; start=00:08:18.41; end=00:08:19.88; text=贾志国 || file=E31.txt; line_id=239; start=00:09:46.50; end=00:09:48.26; text=贾志国呀 || file=E31.txt; line_id=264; start=00:10:51.71; end=00:10:54.67; text=小方是你呀 我是志国 || file=E31.txt; line_id=290; start=00:12:03.22; end=00:12:04.79; text=打电话呢 志国 || file=E31.txt; line_id=344; start=00:14:10.06; end=00:14:13.54; text=您是贾志国先生的夫人吧 || file=E31.txt; line_id=355; start=00:14:36.67; end=00:14:38.26; text=贾志国 || file=E31.txt; line_id=398; start=00:16:20.36; end=00:16:21.55; text=我告诉你贾志国 || file=E31.txt; line_id=445; start=00:18:15.02; end=00:18:18.13; text=贾志国呀贾志国 || file=E32.txt; line_id=43; start=00:01:51.35; end=00:01:52.57; text=贾志国 || file=E32.txt; line_id=72; start=00:03:01.17; end=00:03:03.29; text=你套我 贾志国 || file=E32.txt; line_id=88; start=00:03:43.94; end=00:03:46.07; text=贾志国 || file=E32.txt; line_id=157; start=00:06:39.42; end=00:06:42.56; text=呆会儿我就组织志国单独学习 || file=E32.txt; line_id=196; start=00:08:57.47; end=00:08:59.78; text=志国也没有干什么嘛 || file=E32.txt; line_id=213; start=00:09:38.73; end=00:09:40.11; text=不过 志国啊 || file=E34.txt; line_id=77; start=00:03:27.00; end=00:03:30.48; text=也不亚于志国嘛 || file=E34.txt; line_id=80; start=00:03:36.46; end=00:03:38.53; text=就算您跟志国似的 || file=E34.txt; line_id=249; start=00:11:21.74; end=00:11:24.38; text=你说你往前一点儿吧 让志国摊上 || file=E35.txt; line_id=301; start=00:12:27.74; end=00:12:29.17; text=志国呀 || file=E35.txt; line_id=342; start=00:14:03.65; end=00:14:05.53; text=志国 你告诉和平 || file=E35.txt; line_id=457; start=00:18:54.48; end=00:18:56.85; text=剩下的让志国都拿走了 || file=E36.txt; line_id=173; start=00:08:03.53; end=00:08:04.24; text=志国 || file=E36.txt; line_id=197; start=00:09:13.92; end=00:09:15.10; text=志国 || file=E36.txt; line_id=254; start=00:11:22.26; end=00:11:23.19; text=志国 志国 || file=E36.txt; line_id=305; start=00:13:39.25; end=00:13:42.80; text=(画外音)202贾志国电报 || file=E37.txt; line_id=38; start=00:01:41.76; end=00:01:43.27; text=志国 你管管这孩子成不成啊 || file=E37.txt; line_id=121; start=00:04:50.27; end=00:04:51.13; text=志国啊 || file=E37.txt; line_id=175; start=00:07:07.82; end=00:07:09.25; text=贾志国 || file=E37.txt; line_id=334; start=00:13:33.05; end=00:13:34.93; text=志国 || file=E37.txt; line_id=346; start=00:14:07.15; end=00:14:08.93; text=志国 || file=E37.txt; line_id=487; start=00:19:26.64; end=00:19:28.73; text=志国 || file=E38.txt; line_id=136; start=00:06:28.53; end=00:06:30.02; text=您是贾志国同志吧 || file=E38.txt; line_id=202; start=00:08:28.06; end=00:08:29.02; text=志国同志 || file=E38.txt; line_id=315; start=00:12:35.16; end=00:12:36.43; text=志国 || file=E38.txt; line_id=320; start=00:13:10.77; end=00:13:12.91; text=志国哥哥 || file=E38.txt; line_id=358; start=00:14:49.88; end=00:14:51.56; text=志国哥哥 || file=E38.txt; line_id=390; start=00:16:08.69; end=00:16:09.54; text=您瞅志国呀 || file=E38.txt; line_id=407; start=00:16:50.82; end=00:16:51.57; text=志国 志国 || file=E38.txt; line_id=437; start=00:18:07.29; end=00:18:08.25; text=志国 || file=E39.txt; line_id=285; start=00:12:07.84; end=00:12:10.63; text=合着就志国落一身轻省 || file=E40.txt; line_id=233; start=00:10:15.14; end=00:10:16.42; text=志国 || file=E40.txt; line_id=234; start=00:10:16.54; end=00:10:18.26; text=志国呀
Zhiguo（志国）,贾志国,21,likely_valid_alias,全名，多处明确。；evidence_count=26；定位证据：file=E02.txt; line_id=260; start=00:12:05.83; end=00:12:09.17; text=好啊你 贾志国 || file=E14.txt; line_id=459; start=00:18:57.22; end=00:19:00.04; text=其爱人贾志国同志也是如此啊 || file=E20.txt; line_id=87; start=00:04:43.28; end=00:04:45.57; text=贾志国 孩子他爹 || file=E26.txt; line_id=288; start=00:11:05.16; end=00:11:06.01; text=贾志国同志 || file=E26.txt; line_id=295; start=00:11:15.88; end=00:11:18.27; text=贾志国同志 || file=E26.txt; line_id=316; start=00:11:56.68; end=00:11:59.25; text=贾志国同志 谢谢您了 谢谢 || file=E29.txt; line_id=240; start=00:09:57.86; end=00:10:00.77; text=贾志国 你听听你这闺女 || file=E30.txt; line_id=122; start=00:06:40.14; end=00:06:44.55; text=我贾志国从此站立起来了 || file=E30.txt; line_id=139; start=00:07:19.70; end=00:07:21.93; text=贾志国 || file=E30.txt; line_id=292; start=00:14:27.27; end=00:14:31.20; text=我贾志国再也不能浑浑噩噩地下去了 || file=E30.txt; line_id=312; start=00:15:31.60; end=00:15:33.27; text=贾志国 || file=E30.txt; line_id=313; start=00:15:33.56; end=00:15:33.99; text=贾志国 || file=E31.txt; line_id=61; start=00:02:10.16; end=00:02:12.19; text=贾志国 || file=E31.txt; line_id=189; start=00:07:40.68; end=00:07:42.25; text=贾志国 || file=E31.txt; line_id=203; start=00:08:18.41; end=00:08:19.88; text=贾志国 || file=E31.txt; line_id=239; start=00:09:46.50; end=00:09:48.26; text=贾志国呀 || file=E31.txt; line_id=344; start=00:14:10.06; end=00:14:13.54; text=您是贾志国先生的夫人吧 || file=E31.txt; line_id=355; start=00:14:36.67; end=00:14:38.26; text=贾志国 || file=E31.txt; line_id=398; start=00:16:20.36; end=00:16:21.55; text=我告诉你贾志国 || file=E31.txt; line_id=445; start=00:18:15.02; end=00:18:18.13; text=贾志国呀贾志国 || file=E32.txt; line_id=43; start=00:01:51.35; end=00:01:52.57; text=贾志国 || file=E32.txt; line_id=72; start=00:03:01.17; end=00:03:03.29; text=你套我 贾志国 || file=E32.txt; line_id=88; start=00:03:43.94; end=00:03:46.07; text=贾志国 || file=E36.txt; line_id=305; start=00:13:39.25; end=00:13:42.80; text=(画外音)202贾志国电报 || file=E37.txt; line_id=175; start=00:07:07.82; end=00:07:09.25; text=贾志国 || file=E38.txt; line_id=136; start=00:06:28.53; end=00:06:30.02; text=您是贾志国同志吧
Zhiguo（志国）,贾志国同志,5,likely_valid_alias,全名+同志，多处正式称呼。；evidence_count=5；定位证据：file=E14.txt; line_id=459; start=00:18:57.22; end=00:19:00.04; text=其爱人贾志国同志也是如此啊 || file=E26.txt; line_id=288; start=00:11:05.16; end=00:11:06.01; text=贾志国同志 || file=E26.txt; line_id=295; start=00:11:15.88; end=00:11:18.27; text=贾志国同志 || file=E26.txt; line_id=316; start=00:11:56.68; end=00:11:59.25; text=贾志国同志 谢谢您了 谢谢 || file=E38.txt; line_id=136; start=00:06:28.53; end=00:06:30.02; text=您是贾志国同志吧
Zhiguo（志国）,志国同志,1,likely_valid_alias,姓名+同志，E38 明确。；evidence_count=6；定位证据：file=E14.txt; line_id=459; start=00:18:57.22; end=00:19:00.04; text=其爱人贾志国同志也是如此啊 || file=E26.txt; line_id=288; start=00:11:05.16; end=00:11:06.01; text=贾志国同志 || file=E26.txt; line_id=295; start=00:11:15.88; end=00:11:18.27; text=贾志国同志 || file=E26.txt; line_id=316; start=00:11:56.68; end=00:11:59.25; text=贾志国同志 谢谢您了 谢谢 || file=E38.txt; line_id=136; start=00:06:28.53; end=00:06:30.02; text=您是贾志国同志吧 || file=E38.txt; line_id=202; start=00:08:28.06; end=00:08:29.02; text=志国同志
Zhiguo（志国）,贾志国先生,1,likely_valid_alias,全名+先生，E31 明确。；evidence_count=1；定位证据：file=E31.txt; line_id=344; start=00:14:10.06; end=00:14:13.54; text=您是贾志国先生的夫人吧
Zhiguo（志国）,贾君志国先生,1,likely_valid_alias,E13 的一次性戏仿式扩展称呼，但明确指向志国。；evidence_count=1；定位证据：file=E13.txt; line_id=281; start=00:12:44.05; end=00:12:48.03; text=哟 贾君志国先生
Zhiguo（志国）,志国哥哥,2,likely_valid_alias,姓名+哥哥式称谓，E38 两处明确。；evidence_count=2；定位证据：file=E38.txt; line_id=320; start=00:13:10.77; end=00:13:12.91; text=志国哥哥 || file=E38.txt; line_id=358; start=00:14:49.88; end=00:14:51.56; text=志国哥哥
Zhiguo（志国）,贾先生,4,likely_valid_alias,E32 四处“贾先生”均在连续上下文中指向志国。；evidence_count=4；定位证据：file=E32.txt; line_id=296; start=00:13:03.71; end=00:13:04.40; text=贾先生你好 || file=E32.txt; line_id=299; start=00:13:07.28; end=00:13:10.74; text=贾先生 我能跟您单独谈谈吗 || file=E32.txt; line_id=305; start=00:13:20.58; end=00:13:21.52; text=贾先生 || file=E32.txt; line_id=422; start=00:17:32.52; end=00:17:33.82; text=贾先生 您别急
Zhiguo（志国）,老贾,2,likely_valid_alias,E20/E38 的直接称呼均明确指向志国；E34“老贾家”是家族表达，不作为该称呼证据。；evidence_count=2；定位证据：file=E20.txt; line_id=95; start=00:05:00.32; end=00:05:02.04; text=老贾同志我告诉你 || file=E38.txt; line_id=147; start=00:06:45.09; end=00:06:47.49; text=老贾 有什么事情尽管提
